,assignments
SS2_15_0170:E3_unique.bam,Hub
SS2_15_0170:E2_unique.bam,Hub
SS2_15_0170:E6_unique.bam,enteric neu.
SS2_15_0170:E8_unique.bam,Hub
SS2_15_0170:E7_unique.bam,Hub
SS2_15_0170:E10_unique.bam,Hub
SS2_15_0170:E5_unique.bam,Hub
SS2_15_0170:E9_unique.bam,Hub
SS2_15_0170:E11_unique.bam,Hub
SS2_15_0170:E13_unique.bam,Hub
SS2_15_0170:E12_unique.bam,Hub
SS2_15_0170:E14_unique.bam,Hub
SS2_15_0170:E15_unique.bam,Hub
SS2_15_0170:E17_unique.bam,Hub
SS2_15_0170:E20_unique.bam,Hub
SS2_15_0170:E18_unique.bam,Hub
SS2_15_0170:E16_unique.bam,Hub
SS2_15_0170:E19_unique.bam,Hub
SS2_15_0170:E21_unique.bam,Hub
SS2_15_0170:E22_unique.bam,Hub
SS2_15_0170:E23_unique.bam,Hub
SS2_15_0170:E24_unique.bam,Hub
SS2_15_0170:F2_unique.bam,Hub
SS2_15_0170:F4_unique.bam,Hub
SS2_15_0170:F6_unique.bam,Hub
SS2_15_0170:F3_unique.bam,Hub
SS2_15_0170:F8_unique.bam,enteric neu.
SS2_15_0170:F7_unique.bam,Hub
SS2_15_0170:F5_unique.bam,Hub
SS2_15_0170:F9_unique.bam,Hub
SS2_15_0170:F10_unique.bam,Hub
SS2_15_0170:F11_unique.bam,Hub
SS2_15_0170:F12_unique.bam,Hub
SS2_15_0170:F13_unique.bam,Hub
SS2_15_0170:F14_unique.bam,Hub
SS2_15_0170:F16_unique.bam,Hub
SS2_15_0170:F15_unique.bam,Hub
SS2_15_0170:F18_unique.bam,Hub
SS2_15_0170:F19_unique.bam,Hub
SS2_15_0170:F20_unique.bam,Hub
SS2_15_0170:F21_unique.bam,Hub
SS2_15_0170:F22_unique.bam,Hub
SS2_15_0170:F23_unique.bam,Hub
SS2_15_0170:F24_unique.bam,Hub
SS2_15_0170:G2_unique.bam,Hub
SS2_15_0170:G1_unique.bam,ChC
SS2_15_0170:G5_unique.bam,Hub
SS2_15_0170:G3_unique.bam,Hub
SS2_15_0170:G4_unique.bam,Hub
SS2_15_0170:G6_unique.bam,Hub
SS2_15_0170:G9_unique.bam,Hub
SS2_15_0170:G8_unique.bam,enteric neu.
SS2_15_0170:G7_unique.bam,Hub
SS2_15_0170:G10_unique.bam,Hub
SS2_15_0170:G11_unique.bam,Hub
SS2_15_0170:G12_unique.bam,Hub
SS2_15_0170:G14_unique.bam,Hub
SS2_15_0170:G13_unique.bam,enteric neu.
SS2_15_0170:G16_unique.bam,Hub
SS2_15_0170:G15_unique.bam,Hub
SS2_15_0170:G18_unique.bam,Hub
SS2_15_0170:G17_unique.bam,Hub
SS2_15_0170:G20_unique.bam,Hub
SS2_15_0170:G19_unique.bam,Hub
SS2_15_0170:G21_unique.bam,Hub
SS2_15_0170:G22_unique.bam,Hub
SS2_15_0170:G23_unique.bam,Hub
SS2_15_0170:G24_unique.bam,Hub
SS2_15_0170:H2_unique.bam,Hub
SS2_15_0170:H1_unique.bam,Hub
SS2_15_0170:H3_unique.bam,Hub
SS2_15_0170:H4_unique.bam,Hub
SS2_15_0170:H6_unique.bam,Hub
SS2_15_0170:H5_unique.bam,enteric neu.
SS2_15_0170:H8_unique.bam,Hub
SS2_15_0170:H7_unique.bam,none
SS2_15_0170:H9_unique.bam,Hub
SS2_15_0170:H12_unique.bam,Hub
SS2_15_0170:H13_unique.bam,Hub
SS2_15_0170:H14_unique.bam,Hub
SS2_15_0170:H15_unique.bam,Hub
SS2_15_0170:H17_unique.bam,Hub
SS2_15_0170:H18_unique.bam,Hub
SS2_15_0170:H19_unique.bam,Hub
SS2_15_0170:H16_unique.bam,Hub
SS2_15_0170:H20_unique.bam,Hub
SS2_15_0170:H21_unique.bam,Hub
SS2_15_0170:H22_unique.bam,Hub
SS2_15_0170:H23_unique.bam,Hub
SS2_15_0170:H24_unique.bam,Hub
SS2_15_0170:I3_unique.bam,Hub
SS2_15_0170:I2_unique.bam,Hub
SS2_15_0170:I4_unique.bam,enteric neu.
SS2_15_0170:I7_unique.bam,Hub
SS2_15_0170:I8_unique.bam,enteric neu.
SS2_15_0170:I12_unique.bam,Hub
SS2_15_0170:I10_unique.bam,Hub
SS2_15_0170:I9_unique.bam,Hub
SS2_15_0170:I15_unique.bam,Hub
SS2_15_0170:I13_unique.bam,Hub
SS2_15_0170:I16_unique.bam,Hub
SS2_15_0170:I14_unique.bam,Hub
SS2_15_0170:I17_unique.bam,Hub
SS2_15_0170:I18_unique.bam,Hub
SS2_15_0170:I20_unique.bam,Hub
SS2_15_0170:I21_unique.bam,Hub
SS2_15_0170:I22_unique.bam,enteric neu.
SS2_15_0170:I23_unique.bam,Hub
SS2_15_0170:I19_unique.bam,enteric neu.
SS2_15_0170:J4_unique.bam,Hub
SS2_15_0170:J1_unique.bam,Hub
SS2_15_0170:J3_unique.bam,Hub
SS2_15_0170:J6_unique.bam,Hub
SS2_15_0170:J7_unique.bam,enteric neu.
SS2_15_0170:J8_unique.bam,Hub
SS2_15_0170:J9_unique.bam,Hub
SS2_15_0170:J10_unique.bam,enteric neu.
SS2_15_0170:J12_unique.bam,Hub
SS2_15_0170:J14_unique.bam,Hub
SS2_15_0170:J13_unique.bam,Hub
SS2_15_0170:J15_unique.bam,Hub
SS2_15_0170:J17_unique.bam,enteric neu.
SS2_15_0170:J18_unique.bam,Hub
SS2_15_0170:J19_unique.bam,Hub
SS2_15_0170:J20_unique.bam,Hub
SS2_15_0170:J22_unique.bam,Hub
SS2_15_0170:J24_unique.bam,enteric neu.
SS2_15_0170:J23_unique.bam,Hub
SS2_15_0170:K2_unique.bam,Hub
SS2_15_0170:K8_unique.bam,enteric neu.
SS2_15_0170:K7_unique.bam,Hub
SS2_15_0170:K10_unique.bam,Hub
SS2_15_0170:K12_unique.bam,Hub
SS2_15_0170:K14_unique.bam,Hub
SS2_15_0170:K13_unique.bam,Hub
SS2_15_0170:K18_unique.bam,Hub
SS2_15_0170:K19_unique.bam,Hub
SS2_15_0170:K17_unique.bam,Hub
SS2_15_0170:K20_unique.bam,enteric neu.
SS2_15_0170:K22_unique.bam,Hub
SS2_15_0170:K23_unique.bam,Hub
SS2_15_0170:L1_unique.bam,Hub
SS2_15_0170:L4_unique.bam,Hub
SS2_15_0170:L6_unique.bam,Hub
SS2_15_0170:L10_unique.bam,Hub
SS2_15_0170:L9_unique.bam,Hub
SS2_15_0170:L11_unique.bam,Hub
SS2_15_0170:L13_unique.bam,Hub
SS2_15_0170:L14_unique.bam,Hub
SS2_15_0170:L15_unique.bam,enteric neu.
SS2_15_0170:L16_unique.bam,Hub
SS2_15_0170:L17_unique.bam,Hub
SS2_15_0170:L18_unique.bam,Hub
SS2_15_0170:L20_unique.bam,Hub
SS2_15_0170:L19_unique.bam,Hub
SS2_15_0170:L21_unique.bam,Hub
SS2_15_0170:L22_unique.bam,Hub
SS2_15_0170:L23_unique.bam,Hub
SS2_15_0170:L24_unique.bam,Hub
SS2_15_0170:M1_unique.bam,Hub
SS2_15_0170:M2_unique.bam,Hub
SS2_15_0170:M5_unique.bam,Hub
SS2_15_0170:M8_unique.bam,Hub
SS2_15_0170:M6_unique.bam,Hub
SS2_15_0170:M7_unique.bam,Hub
SS2_15_0170:M9_unique.bam,Hub
SS2_15_0170:M10_unique.bam,Hub
SS2_15_0170:M11_unique.bam,Hub
SS2_15_0170:M13_unique.bam,Hub
SS2_15_0170:M14_unique.bam,Hub
SS2_15_0170:M15_unique.bam,Hub
SS2_15_0170:M17_unique.bam,enteric neu.
SS2_15_0170:M18_unique.bam,Hub
SS2_15_0170:M20_unique.bam,Hub
SS2_15_0170:M19_unique.bam,Hub
SS2_15_0170:M23_unique.bam,Hub
SS2_15_0170:M22_unique.bam,Hub
SS2_15_0170:M24_unique.bam,Hub
SS2_15_0170:N1_unique.bam,enteric neu.
SS2_15_0170:N2_unique.bam,Hub
SS2_15_0170:N4_unique.bam,ChC
SS2_15_0170:N5_unique.bam,Hub
SS2_15_0170:N6_unique.bam,Hub
SS2_15_0170:N7_unique.bam,Hub
SS2_15_0170:N8_unique.bam,Hub
SS2_15_0170:N10_unique.bam,Hub
SS2_15_0170:N11_unique.bam,Hub
SS2_15_0170:N13_unique.bam,Hub
SS2_15_0170:N16_unique.bam,Hub
SS2_15_0170:N19_unique.bam,enteric neu.
SS2_15_0170:N18_unique.bam,Hub
SS2_15_0170:N20_unique.bam,Hub
SS2_15_0170:N21_unique.bam,Hub
SS2_15_0170:N22_unique.bam,Hub
SS2_15_0170:N24_unique.bam,ChC
SS2_15_0170:O1_unique.bam,Hub
SS2_15_0170:O2_unique.bam,Hub
SS2_15_0170:O4_unique.bam,Hub
SS2_15_0170:O7_unique.bam,Hub
SS2_15_0170:O10_unique.bam,Hub
SS2_15_0170:O16_unique.bam,Hub
SS2_15_0170:O18_unique.bam,Hub
SS2_15_0170:O21_unique.bam,Hub
SS2_15_0170:O20_unique.bam,Hub
SS2_15_0170:O22_unique.bam,Hub
SS2_15_0170:O24_unique.bam,melanocytes
SS2_15_0170:P4_unique.bam,none
SS2_15_0170:P3_unique.bam,Hub
SS2_15_0170:P8_unique.bam,Hub
SS2_15_0170:P7_unique.bam,Hub
SS2_15_0170:P9_unique.bam,Hub
SS2_15_0170:P11_unique.bam,Hub
SS2_15_0170:P13_unique.bam,enteric neu.
SS2_15_0170:P18_unique.bam,Hub
SS2_15_0170:P17_unique.bam,Hub
SS2_15_0170:P19_unique.bam,Hub
SS2_15_0170:P20_unique.bam,Hub
SS2_15_0170:P21_unique.bam,Hub
SS2_15_0170:P23_unique.bam,Hub
SS2_15_0170:P24_unique.bam,Hub
SS2_15_0173:A1_unique.bam,Hub
SS2_15_0173:A3_unique.bam,none
SS2_15_0173:A2_unique.bam,enteric glia
SS2_15_0173:A4_unique.bam,SC
SS2_15_0173:A5_unique.bam,enteric glia
SS2_15_0173:A6_unique.bam,enteric glia
SS2_15_0173:A8_unique.bam,enteric neu.
SS2_15_0173:A9_unique.bam,none
SS2_15_0173:A10_unique.bam,SC
SS2_15_0173:A13_unique.bam,enteric neu.
SS2_15_0173:A12_unique.bam,enteric glia
SS2_15_0173:A11_unique.bam,none
SS2_15_0173:A15_unique.bam,enteric glia
SS2_15_0173:A18_unique.bam,none
SS2_15_0173:A16_unique.bam,enteric glia
SS2_15_0173:A17_unique.bam,enteric glia
SS2_15_0173:A19_unique.bam,enteric glia
SS2_15_0173:A20_unique.bam,none
SS2_15_0173:A21_unique.bam,none
SS2_15_0173:A22_unique.bam,enteric glia
SS2_15_0173:A23_unique.bam,enteric glia
SS2_15_0173:B1_unique.bam,none
SS2_15_0173:B2_unique.bam,enteric glia
SS2_15_0173:B4_unique.bam,none
SS2_15_0173:B3_unique.bam,enteric glia
SS2_15_0173:B5_unique.bam,enteric glia
SS2_15_0173:B6_unique.bam,enteric glia
SS2_15_0173:B7_unique.bam,enteric glia
SS2_15_0173:B8_unique.bam,enteric neu.
SS2_15_0173:B9_unique.bam,enteric glia
SS2_15_0173:B10_unique.bam,enteric glia
SS2_15_0173:B11_unique.bam,enteric neu.
SS2_15_0173:B12_unique.bam,enteric glia
SS2_15_0173:B13_unique.bam,none
SS2_15_0173:B14_unique.bam,SC
SS2_15_0173:B15_unique.bam,none
SS2_15_0173:B16_unique.bam,SC
SS2_15_0173:B17_unique.bam,enteric glia
SS2_15_0173:B19_unique.bam,enteric glia
SS2_15_0173:B21_unique.bam,SC
SS2_15_0173:B23_unique.bam,none
SS2_15_0173:B24_unique.bam,none
SS2_15_0173:B22_unique.bam,enteric glia
SS2_15_0173:C2_unique.bam,enteric glia
SS2_15_0173:C3_unique.bam,none
SS2_15_0173:C4_unique.bam,SC
SS2_15_0173:C5_unique.bam,enteric glia
SS2_15_0173:C6_unique.bam,Hub
SS2_15_0173:C7_unique.bam,SC
SS2_15_0173:C8_unique.bam,none
SS2_15_0173:C9_unique.bam,none
SS2_15_0173:C10_unique.bam,enteric glia
SS2_15_0173:C12_unique.bam,none
SS2_15_0173:C11_unique.bam,SC
SS2_15_0173:C13_unique.bam,enteric glia
SS2_15_0173:C15_unique.bam,none
SS2_15_0173:C14_unique.bam,none
SS2_15_0173:C17_unique.bam,enteric glia
SS2_15_0173:C19_unique.bam,none
SS2_15_0173:C20_unique.bam,SC
SS2_15_0173:C21_unique.bam,enteric glia
SS2_15_0173:C22_unique.bam,enteric glia
SS2_15_0173:C23_unique.bam,enteric glia
SS2_15_0173:C24_unique.bam,SC
SS2_15_0173:D1_unique.bam,none
SS2_15_0173:D2_unique.bam,enteric glia
SS2_15_0173:D3_unique.bam,SC
SS2_15_0173:D4_unique.bam,enteric glia
SS2_15_0173:D8_unique.bam,enteric neu.
SS2_15_0173:D7_unique.bam,enteric glia
SS2_15_0173:D6_unique.bam,tSC
SS2_15_0173:D9_unique.bam,none
SS2_15_0173:D10_unique.bam,enteric glia
SS2_15_0173:D11_unique.bam,enteric glia
SS2_15_0173:D13_unique.bam,enteric glia
SS2_15_0173:D12_unique.bam,none
SS2_15_0173:D14_unique.bam,enteric glia
SS2_15_0173:D17_unique.bam,SC
SS2_15_0173:D16_unique.bam,enteric glia
SS2_15_0173:D18_unique.bam,none
SS2_15_0173:D19_unique.bam,SC
SS2_15_0173:D20_unique.bam,Hub
SS2_15_0173:D21_unique.bam,SC
SS2_15_0173:D22_unique.bam,enteric neu.
SS2_15_0173:D23_unique.bam,enteric neu.
SS2_15_0173:D24_unique.bam,enteric glia
SS2_15_0173:E1_unique.bam,enteric glia
SS2_15_0173:E2_unique.bam,SC
SS2_15_0173:E3_unique.bam,enteric glia
SS2_15_0173:E4_unique.bam,none
SS2_15_0173:E5_unique.bam,SC
SS2_15_0173:E6_unique.bam,enteric neu.
SS2_15_0173:E8_unique.bam,enteric glia
SS2_15_0173:E7_unique.bam,enteric glia
SS2_15_0173:E9_unique.bam,enteric glia
SS2_15_0173:E10_unique.bam,enteric glia
SS2_15_0173:E13_unique.bam,none
SS2_15_0173:E12_unique.bam,SC
SS2_15_0173:E11_unique.bam,SC
SS2_15_0173:E15_unique.bam,SC
SS2_15_0173:E19_unique.bam,none
SS2_15_0173:E18_unique.bam,enteric glia
SS2_15_0173:E17_unique.bam,SC
SS2_15_0173:E16_unique.bam,none
SS2_15_0173:E20_unique.bam,SC
SS2_15_0173:E24_unique.bam,enteric glia
SS2_15_0173:E21_unique.bam,none
SS2_15_0173:E22_unique.bam,enteric glia
SS2_15_0173:F1_unique.bam,enteric glia
SS2_15_0173:F2_unique.bam,enteric glia
SS2_15_0173:F4_unique.bam,enteric neu.
SS2_15_0173:F3_unique.bam,none
SS2_15_0173:F5_unique.bam,enteric glia
SS2_15_0173:F7_unique.bam,Hub
SS2_15_0173:F8_unique.bam,none
SS2_15_0173:F9_unique.bam,enteric glia
SS2_15_0173:F10_unique.bam,enteric neu.
SS2_15_0173:F11_unique.bam,none
SS2_15_0173:F13_unique.bam,enteric neu.
SS2_15_0173:F14_unique.bam,none
SS2_15_0173:F15_unique.bam,none
SS2_15_0173:F17_unique.bam,enteric neu.
SS2_15_0173:F18_unique.bam,SC
SS2_15_0173:F20_unique.bam,enteric glia
SS2_15_0173:F19_unique.bam,none
SS2_15_0173:F22_unique.bam,SC
SS2_15_0173:F23_unique.bam,enteric glia
SS2_15_0173:F24_unique.bam,enteric glia
SS2_15_0173:G1_unique.bam,enteric glia
SS2_15_0173:G2_unique.bam,none
SS2_15_0173:G3_unique.bam,enteric neu.
SS2_15_0173:G4_unique.bam,enteric glia
SS2_15_0173:G5_unique.bam,enteric glia
SS2_15_0173:G6_unique.bam,enteric glia
SS2_15_0173:G8_unique.bam,enteric glia
SS2_15_0173:G10_unique.bam,enteric glia
SS2_15_0173:G9_unique.bam,none
SS2_15_0173:G11_unique.bam,enteric neu.
SS2_15_0173:G12_unique.bam,SC
SS2_15_0173:G14_unique.bam,enteric glia
SS2_15_0173:G15_unique.bam,enteric glia
SS2_15_0173:G16_unique.bam,enteric neu.
SS2_15_0173:G19_unique.bam,enteric glia
SS2_15_0173:G20_unique.bam,enteric glia
SS2_15_0173:G21_unique.bam,enteric glia
SS2_15_0173:G22_unique.bam,enteric neu.
SS2_15_0173:G23_unique.bam,enteric glia
SS2_15_0173:H1_unique.bam,enteric glia
SS2_15_0173:G24_unique.bam,enteric glia
SS2_15_0173:H2_unique.bam,enteric neu.
SS2_15_0173:H3_unique.bam,enteric glia
SS2_15_0173:H4_unique.bam,SC
SS2_15_0173:H5_unique.bam,enteric glia
SS2_15_0173:H6_unique.bam,none
SS2_15_0173:H7_unique.bam,enteric glia
SS2_15_0173:H8_unique.bam,none
SS2_15_0173:H9_unique.bam,enteric glia
SS2_15_0173:H10_unique.bam,enteric neu.
SS2_15_0173:H11_unique.bam,none
SS2_15_0173:H13_unique.bam,enteric glia
SS2_15_0173:H14_unique.bam,none
SS2_15_0173:H15_unique.bam,none
SS2_15_0173:H16_unique.bam,none
SS2_15_0173:H17_unique.bam,enteric glia
SS2_15_0173:H18_unique.bam,none
SS2_15_0173:H19_unique.bam,none
SS2_15_0173:H20_unique.bam,none
SS2_15_0173:H21_unique.bam,enteric glia
SS2_15_0173:H22_unique.bam,enteric glia
SS2_15_0173:H23_unique.bam,enteric glia
SS2_15_0173:H24_unique.bam,enteric glia
SS2_15_0173:I1_unique.bam,SC
SS2_15_0173:I2_unique.bam,none
SS2_15_0173:I3_unique.bam,enteric glia
SS2_15_0173:I4_unique.bam,enteric glia
SS2_15_0173:I5_unique.bam,enteric glia
SS2_15_0173:I6_unique.bam,SC
SS2_15_0173:I8_unique.bam,enteric glia
SS2_15_0173:I9_unique.bam,none
SS2_15_0173:I11_unique.bam,none
SS2_15_0173:I10_unique.bam,SC
SS2_15_0173:I12_unique.bam,SC
SS2_15_0173:I13_unique.bam,none
SS2_15_0173:I14_unique.bam,none
SS2_15_0173:I17_unique.bam,enteric glia
SS2_15_0173:I16_unique.bam,none
SS2_15_0173:I18_unique.bam,none
SS2_15_0173:I19_unique.bam,enteric neu.
SS2_15_0173:I20_unique.bam,SC
SS2_15_0173:I21_unique.bam,enteric glia
SS2_15_0173:I22_unique.bam,none
SS2_15_0173:I23_unique.bam,enteric glia
SS2_15_0173:I24_unique.bam,enteric glia
SS2_15_0173:J1_unique.bam,none
SS2_15_0173:J2_unique.bam,enteric neu.
SS2_15_0173:J4_unique.bam,enteric glia
SS2_15_0173:J3_unique.bam,enteric glia
SS2_15_0173:J5_unique.bam,enteric neu.
SS2_15_0173:J6_unique.bam,enteric glia
SS2_15_0173:J8_unique.bam,enteric glia
SS2_15_0173:J9_unique.bam,none
SS2_15_0173:J10_unique.bam,Hub
SS2_15_0173:J11_unique.bam,Hub
SS2_15_0173:J12_unique.bam,enteric glia
SS2_15_0173:J14_unique.bam,enteric glia
SS2_15_0173:J15_unique.bam,SC
SS2_15_0173:J16_unique.bam,enteric glia
SS2_15_0173:J17_unique.bam,enteric glia
SS2_15_0173:J18_unique.bam,SC
SS2_15_0173:J19_unique.bam,enteric glia
SS2_15_0173:J20_unique.bam,enteric glia
SS2_15_0173:J22_unique.bam,enteric glia
SS2_15_0173:J23_unique.bam,enteric glia
SS2_15_0173:J24_unique.bam,enteric neu.
SS2_15_0173:K1_unique.bam,SC
SS2_15_0173:K2_unique.bam,SC
SS2_15_0173:K3_unique.bam,enteric neu.
SS2_15_0173:K4_unique.bam,none
SS2_15_0173:K5_unique.bam,enteric glia
SS2_15_0173:K6_unique.bam,enteric neu.
SS2_15_0173:K8_unique.bam,enteric neu.
SS2_15_0173:K7_unique.bam,enteric glia
SS2_15_0173:K10_unique.bam,enteric glia
SS2_15_0173:K9_unique.bam,enteric glia
SS2_15_0173:K11_unique.bam,none
SS2_15_0173:K13_unique.bam,enteric glia
SS2_15_0173:K14_unique.bam,enteric glia
SS2_15_0173:K15_unique.bam,none
SS2_15_0173:K16_unique.bam,enteric glia
SS2_15_0173:K18_unique.bam,enteric glia
SS2_15_0173:K19_unique.bam,enteric glia
SS2_15_0173:K20_unique.bam,enteric neu.
SS2_15_0173:K21_unique.bam,none
SS2_15_0173:K22_unique.bam,SC
SS2_15_0173:K24_unique.bam,enteric glia
SS2_15_0173:L1_unique.bam,enteric glia
SS2_15_0173:L3_unique.bam,Hub
SS2_15_0173:L4_unique.bam,SC
SS2_15_0173:L5_unique.bam,enteric glia
SS2_15_0173:L6_unique.bam,none
SS2_15_0173:L8_unique.bam,enteric neu.
SS2_15_0173:L9_unique.bam,none
SS2_15_0173:L10_unique.bam,enteric glia
SS2_15_0173:L11_unique.bam,enteric neu.
SS2_15_0173:L12_unique.bam,enteric glia
SS2_15_0173:L14_unique.bam,none
SS2_15_0173:L13_unique.bam,none
SS2_15_0173:L16_unique.bam,none
SS2_15_0173:L17_unique.bam,enteric glia
SS2_15_0173:L18_unique.bam,enteric glia
SS2_15_0173:L20_unique.bam,none
SS2_15_0173:L19_unique.bam,none
SS2_15_0173:L21_unique.bam,SC
SS2_15_0173:L23_unique.bam,none
SS2_15_0173:L24_unique.bam,enteric glia
SS2_15_0173:M2_unique.bam,none
SS2_15_0173:M3_unique.bam,enteric glia
SS2_15_0173:M4_unique.bam,enteric glia
SS2_15_0173:M5_unique.bam,none
SS2_15_0173:M6_unique.bam,none
SS2_15_0173:M7_unique.bam,none
SS2_15_0173:M8_unique.bam,enteric neu.
SS2_15_0173:M9_unique.bam,enteric neu.
SS2_15_0173:M10_unique.bam,enteric glia
SS2_15_0173:M12_unique.bam,enteric glia
SS2_15_0173:M13_unique.bam,none
SS2_15_0173:M14_unique.bam,SC
SS2_15_0173:M15_unique.bam,none
SS2_15_0173:M16_unique.bam,enteric neu.
SS2_15_0173:M17_unique.bam,none
SS2_15_0173:M18_unique.bam,enteric glia
SS2_15_0173:M19_unique.bam,SC
SS2_15_0173:M21_unique.bam,none
SS2_15_0173:M20_unique.bam,enteric glia
SS2_15_0173:M22_unique.bam,SC
SS2_15_0173:M24_unique.bam,none
SS2_15_0173:N2_unique.bam,enteric glia
SS2_15_0173:N1_unique.bam,enteric glia
SS2_15_0173:N3_unique.bam,none
SS2_15_0173:N4_unique.bam,enteric glia
SS2_15_0173:N5_unique.bam,enteric neu.
SS2_15_0173:N6_unique.bam,Hub
SS2_15_0173:N7_unique.bam,enteric neu.
SS2_15_0173:N8_unique.bam,enteric glia
SS2_15_0173:N9_unique.bam,enteric neu.
SS2_15_0173:N10_unique.bam,enteric glia
SS2_15_0173:N12_unique.bam,none
SS2_15_0173:N11_unique.bam,SC
SS2_15_0173:N13_unique.bam,enteric glia
SS2_15_0173:N14_unique.bam,none
SS2_15_0173:N15_unique.bam,enteric glia
SS2_15_0173:N16_unique.bam,enteric glia
SS2_15_0173:N17_unique.bam,enteric glia
SS2_15_0173:N18_unique.bam,none
SS2_15_0173:N19_unique.bam,SC
SS2_15_0173:N20_unique.bam,none
SS2_15_0173:N22_unique.bam,enteric neu.
SS2_15_0173:N23_unique.bam,enteric glia
SS2_15_0173:N24_unique.bam,enteric glia
SS2_15_0173:O1_unique.bam,none
SS2_15_0173:O2_unique.bam,enteric glia
SS2_15_0173:O3_unique.bam,none
SS2_15_0173:O4_unique.bam,Hub
SS2_15_0173:O5_unique.bam,SC
SS2_15_0173:O6_unique.bam,enteric neu.
SS2_15_0173:O7_unique.bam,enteric glia
SS2_15_0173:O8_unique.bam,enteric glia
SS2_15_0173:O9_unique.bam,none
SS2_15_0173:O10_unique.bam,enteric glia
SS2_15_0173:O12_unique.bam,none
SS2_15_0173:O13_unique.bam,enteric glia
SS2_15_0173:O14_unique.bam,enteric glia
SS2_15_0173:O15_unique.bam,none
SS2_15_0173:O16_unique.bam,none
SS2_15_0173:O17_unique.bam,none
SS2_15_0173:O19_unique.bam,enteric neu.
SS2_15_0173:O20_unique.bam,none
SS2_15_0173:O21_unique.bam,enteric glia
SS2_15_0173:O24_unique.bam,SC
SS2_15_0173:P1_unique.bam,SC
SS2_15_0173:P2_unique.bam,enteric neu.
SS2_15_0173:P3_unique.bam,enteric glia
SS2_15_0173:P4_unique.bam,enteric glia
SS2_15_0173:P5_unique.bam,none
SS2_15_0173:P6_unique.bam,enteric neu.
SS2_15_0173:P8_unique.bam,none
SS2_15_0173:P7_unique.bam,enteric glia
SS2_15_0173:P9_unique.bam,none
SS2_15_0173:P10_unique.bam,SC
SS2_15_0173:P12_unique.bam,enteric glia
SS2_15_0173:P13_unique.bam,none
SS2_15_0173:P15_unique.bam,none
SS2_15_0173:P16_unique.bam,enteric glia
SS2_15_0173:P17_unique.bam,SC
SS2_15_0173:P18_unique.bam,enteric glia
SS2_15_0173:P19_unique.bam,SC
SS2_15_0173:P23_unique.bam,enteric glia
SS2_15_0173:P24_unique.bam,enteric neu.
SS2_19_350:A7_unique.bam,Hub
SS2_19_350:A15_unique.bam,Hub
SS2_19_350:B2_unique.bam,Hub
SS2_19_350:A17_unique.bam,Hub
SS2_19_350:A13_unique.bam,melanocytes
SS2_19_350:B1_unique.bam,Hub
SS2_19_350:B10_unique.bam,Hub
SS2_19_350:C3_unique.bam,Hub
SS2_19_350:B18_unique.bam,Hub
SS2_19_350:C5_unique.bam,Hub
SS2_19_350:B24_unique.bam,Hub
SS2_19_350:B14_unique.bam,Hub
SS2_19_350:C4_unique.bam,Hub
SS2_19_350:C10_unique.bam,Hub
SS2_19_350:C21_unique.bam,melanocytes
SS2_19_350:C15_unique.bam,Hub
SS2_19_350:C19_unique.bam,Hub
SS2_19_350:C20_unique.bam,Hub
SS2_19_350:D5_unique.bam,Hub
SS2_19_350:D2_unique.bam,Hub
SS2_19_350:D8_unique.bam,melanocytes
SS2_19_350:D6_unique.bam,Hub
SS2_19_350:D11_unique.bam,symp. neu.
SS2_19_350:D24_unique.bam,Hub
SS2_19_350:E4_unique.bam,Hub
SS2_19_350:E9_unique.bam,Hub
SS2_19_350:E8_unique.bam,Hub
SS2_19_350:E23_unique.bam,Hub
SS2_19_350:F7_unique.bam,Hub
SS2_19_350:F17_unique.bam,Hub
SS2_19_350:F18_unique.bam,melanocytes
SS2_19_350:F16_unique.bam,melanocytes
SS2_19_350:F19_unique.bam,Hub
SS2_19_350:F14_unique.bam,melanocytes
SS2_19_350:F12_unique.bam,Hub
SS2_19_350:G20_unique.bam,Hub
SS2_19_350:G16_unique.bam,Hub
SS2_19_350:G21_unique.bam,melanocytes
SS2_19_350:G24_unique.bam,Hub
SS2_19_350:H1_unique.bam,Hub
SS2_19_350:H7_unique.bam,Hub
SS2_19_350:H8_unique.bam,Hub
SS2_19_350:H15_unique.bam,enteric neu.
SS2_19_350:H17_unique.bam,Hub
SS2_19_350:H21_unique.bam,Hub
SS2_19_350:I2_unique.bam,melanocytes
SS2_19_350:I12_unique.bam,Hub
SS2_19_350:I14_unique.bam,Hub
SS2_19_350:I19_unique.bam,Hub
SS2_19_350:J1_unique.bam,melanocytes
SS2_19_350:J3_unique.bam,Hub
SS2_19_350:J11_unique.bam,Hub
SS2_19_350:J15_unique.bam,Hub
SS2_19_350:J17_unique.bam,Hub
SS2_19_350:J18_unique.bam,melanocytes
SS2_19_350:J22_unique.bam,melanocytes
SS2_19_350:J20_unique.bam,Hub
SS2_19_350:K1_unique.bam,melanocytes
SS2_19_350:K8_unique.bam,Hub
SS2_19_350:K2_unique.bam,Hub
SS2_19_350:K3_unique.bam,Hub
SS2_19_350:K6_unique.bam,Hub
SS2_19_350:K14_unique.bam,Hub
SS2_19_350:K18_unique.bam,Hub
SS2_19_350:K23_unique.bam,Hub
SS2_19_350:K22_unique.bam,ChC
SS2_19_350:L3_unique.bam,Hub
SS2_19_350:L1_unique.bam,Hub
SS2_19_350:K24_unique.bam,Hub
